,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Country,Happiness Score,Local Purchasing Power Index,Cost of Living Index,Capital,Latitude,Longitude,Rank,Crime Index,Safety Index,Normalized Happiness,Normalized Local Purchasing Power,Normalized Safety,"Equally Weighted Safety, Purchasing, and Happiness",Z-Score Happiness Score,Z-Score Safety Index,Z-Score Local Purchasing Power,"Equally Weighted Z-Score Safety, Purchasing, and Happiness"
0,0,0,0,Finland,7821.0,91.02,73.2,Helsinki,60.16666666666666,24.933333,380.3333333333333,27.76333333333333,72.23666666666666,1.0,0.7486709440879926,0.8129082013833658,2.8012754825551656,1.8781662026498571,1.1177363940400695,1.6050715663675263,3.917257057927044
1,1,1,1,Denmark,7636.0,99.45,84.12,Copenhagen,55.66666666666666,12.583333,411.0,24.27,75.73,0.9658482554919696,0.8259395050412466,0.8634227460053504,2.8317979730091483,1.7053239439150527,1.347331442195695,1.919170642170426,4.06349092466188
2,2,2,2,Iceland,7557.0,77.06,94.86,Reykjavik,64.15,-21.95,421.0,23.02,76.98,0.951264537566919,0.6207149404216316,0.8814980840141712,2.780783230131013,1.631515628022893,1.429486158854435,1.0849264776120724,3.742237694003113
3,3,3,3,Switzerland,7512.0,118.44,123.35,Bern,46.91666666666666,7.466667,427.8333333333333,21.156666666666663,78.84333333333333,0.942957356470371,1.0,0.9084423878726532,2.901247255387139,1.5894729164387515,1.5519514564870631,2.6267319054559617,4.485258824680752
4,4,4,4,Netherlands,7415.0,87.99,75.66,Amsterdam,52.35,4.916667,385.5,27.235,72.765,0.9250507661067012,0.7208982584784601,0.8205480442484275,2.745889643190718,1.4988475159129353,1.1524604542811638,1.4921747455273382,3.619932373155346
5,5,5,5,Sweden,7384.0,98.14,71.74,Stockholm,59.333333333333336,18.05,220.4,44.884,55.116,0.9193280413513014,0.8139321723189734,0.5653387318342853,2.607027245126885,1.46988475904386,-0.0074984211669169906,1.870360465503546,3.253250432699879
6,6,6,6,Norway,7365.0,83.11,100.9,Oslo,59.91666666666666,10.75,361.4,29.610000000000003,70.39,0.9158205648883144,0.6761686526122823,0.786204902031668,2.7051987793259205,1.452133391930556,0.9963664926295579,1.310347522523999,3.4227836587344633
7,7,7,7,Israel,7364.0,75.58,88.05,Jerusalem,31.766666666666666,35.233333,364.0,29.906666666666663,70.09333333333332,0.9156359608639468,0.6071494042163152,0.7819150218109077,2.6857983316978085,1.4511991094509082,0.9768684398758827,1.0297821558815514,3.3131310253780017
8,8,8,8,New Zealand,7200.0,83.63,74.52,Wellington,-41.3,174.783333,259.0,41.27,58.73,0.885360900867639,0.6809349220898258,0.6175981490853878,2.575826443409257,1.2979767827887034,0.2300272956368317,1.329722554483371,2.926059895858142
9,9,9,9,Austria,7163.0,77.25,71.04,Vienna,48.2,16.366667,387.0,27.115,72.885,0.8785305519660329,0.6224564619615032,0.8222832766972744,2.6901757233009884,1.2634083310417425,1.1603473070804031,1.092005816212612,3.3139997680870303
10,10,10,10,Australia,7162.0,104.63,77.75,Canberra,-35.266666666666666,149.133333,212.4375,46.27375,53.72625,0.8783459479416651,0.8734188817598533,0.5452425710360783,2.5843410468639187,1.2624740485620949,-0.09883803514810399,2.112175768227249,3.223688598980841
11,11,11,11,Ireland,7041.0,82.27,76.05,Dublin,53.31666666666667,-6.233333,250.2,42.074,57.926,0.8560088609931696,0.6684692942254812,0.6059720916781145,2.543770124963428,1.1494258685247365,0.1771853818819305,1.2790493939742438,2.764374131666281
12,12,12,12,Germany,7034.0,103.08,65.58,Berlin,52.516666666666666,13.4,297.0,36.858,63.142,0.8547166328225956,0.8592117323556371,0.6813968621213217,2.6467553715894843,1.1428858911672035,0.5200005835555205,2.054423269117582,3.3351186913308433
13,13,13,13,Canada,7025.0,87.98,70.22,Ottawa,45.41666666666666,-75.7,236.17142857142852,43.21114285714286,56.78885714285714,0.853055196603286,0.7208065994500459,0.5895286984723758,2.5455799336765024,1.1344773488503752,0.10244806249866505,1.491802148758889,2.8278718030179557
14,14,14,14,United Kingdom,6943.0,88.78,69.65,London,51.5,-0.083333,211.8333333333333,46.55277777777778,53.44722222222222,0.837917666605132,0.7281393217231897,0.5412077539183316,2.506680985246577,1.0578661855192728,-0.1171767935667049,1.521609890234846,2.7073024783687
15,15,15,15,Belgium,6805.0,79.72,72.61,Brussels,50.833333333333336,4.333333,234.25,43.4025,56.5975,0.8124423112423851,0.6450962419798351,0.5867616224423396,2.493773995263803,0.9289352033279052,0.08987134901702136,1.1840372180196301,2.5120817482123297
16,16,16,16,France,6687.0,85.41,74.13,Paris,48.86666666666667,2.333333,134.5,53.906666666666666,46.09333333333333,0.7906590363669928,0.697250229147571,0.434868532041549,2.398221293127925,0.8186898707294896,-0.6005021199719233,1.396044779267376,2.3272671586564084
17,17,17,17,Bahrain,6647.0,61.41,54.77,Manama,26.23333333333333,50.566667,432.0,21.06,78.94,0.7832748753922836,0.4772685609532539,0.909840214012002,2.6561897905716685,0.781318571543586,1.5583047545753388,0.5018125349886584,3.157504535369761
18,18,18,18,Slovenia,6630.0,59.48,53.88,Ljubljana,46.05,14.516667,430.0,21.48,78.52,0.7801366069780321,0.4595783684692942,0.9037669004410382,2.646587808383284,0.7654357693895769,1.530700769778002,0.4299013586779115,3.115449409024042
19,19,19,19,Costa Rica,6582.0,39.88,47.01,San Jose,9.933333333333334,-84.083333,110.0,55.38,44.62,0.771275613808381,0.2799266727772686,0.4135637336418191,2.283405060709074,0.7205902103664926,-0.6973351460070245,-0.30038830748304096,1.772644866047378
20,20,20,20,United Arab Emirates,6576.0,92.17,58.33,Abu Dhabi,24.466666666666665,54.366667,448.5,14.825,85.175,0.7701679896621746,0.7592117323556371,1.0,2.776670157971788,0.7149845154886071,1.9680924812691334,1.647920194739215,3.8034702357138785
21,21,21,21,Saudi Arabia,6523.0,91.85,50.41,Riyadh,24.65,46.7,379.6666666666667,28.516666666666666,71.48333333333333,0.7603839763706849,0.7562786434463794,0.8020147976767166,2.630240761193092,0.6654675440672848,1.0682244848004023,1.6359970981488319,3.118945521329413
22,22,22,22,Singapore,6480.0,91.34,83.98,Singapore,1.2833333333333332,103.85,386.0,27.22,72.78,0.7524460033228725,0.7516040329972503,0.8207649483045334,2.636505379086956,0.6252933974424384,1.1534463108810686,1.6169946629579095,3.1454063937195196
23,23,23,23,Romania,6477.0,48.12,35.24,Bucharest,44.43333333333333,26.1,329.625,32.99625,67.00375,0.7518921912497692,0.3554537121906508,0.7372388113657725,2.492683750295571,0.6224905500034956,0.7738093652010312,0.0066314297193185425,2.4039382739133828
24,24,24,24,Spain,6476.0,70.04,53.88,Madrid,40.4,-3.683333,328.8888888888889,32.846666666666664,67.15333333333334,0.7517075872254015,0.5563703024747938,0.7394018268141616,2.5305228905788173,0.621556267523848,0.7836405462945275,0.8233635461605476,2.5473016814421072
25,25,25,25,Uruguay,6474.0,30.07,52.07,Montevideo,-34.85,-56.166667,121.0,54.81,45.19,0.751338379176666,0.1900091659028414,0.4218060877738413,2.2638070043038123,0.6196877025645529,-0.659872595210639,-0.6659057373319669,1.7839577787434364
26,26,26,26,Italy,6467.0,61.74,66.47,Rome,41.9,12.483333,203.0,47.11166666666667,52.88833333333333,0.750046151006092,0.4802933088909258,0.5331260694574987,2.375672270761864,0.6131477252070197,-0.153909080215013,0.5141082283474909,1.8927289024944336
27,27,27,28,Lithuania,6446.0,58.74,45.65,Vilnius,54.68333333333333,25.316667,330.6666666666667,33.516666666666666,66.48333333333333,0.7461694664943695,0.4527956003666362,0.7297134456414336,2.499207927616543,0.5935277931344203,0.7396056181654428,0.40232919781265125,2.393204403651556
28,28,28,29,Slovakia,6391.0,54.7,44.68,Bratislava,48.15,17.116667,370.0,29.89,70.11,0.7360162451541443,0.4157653528872594,0.7821560263176922,2.5224379743099785,0.5421422567538028,0.9779638360980001,0.25180010335906716,2.520703665453134
29,29,29,30,Estonia,6341.0,63.46,53.68,Tallinn,59.43333333333333,24.716667,426.5,22.145,77.85499999999999,0.7267860439357579,0.4960586617781852,0.8941508206203455,2.610684118906996,0.49542813277142334,1.486994460515552,0.578194872520799,2.95901268289418
30,30,30,31,Panama,6309.0,33.09,51.43,Panama City,8.966666666666667,-79.533333,194.0,47.16,52.84,0.7208787151559904,0.2176901924839597,0.5324271563878246,2.314550833707376,0.46553109342270044,-0.15708572925915038,-0.5533815132602281,1.77890892201526
31,31,31,32,Brazil,6293.0,27.85,33.24,Brasilia,-15.783333333333331,-47.916667,57.23076923076923,67.51076923076923,32.48923076923077,0.7179250507661067,0.1696608615948671,0.2381495303192939,2.124397690508237,0.450582573748339,-1.4946150732121493,-0.7486222199277482,1.7056579674954075
32,32,32,33,Kazakhstan,6234.0,32.23,28.68,Astana,51.16666666666666,71.416667,195.5,48.650000000000006,51.35,0.7070334133284105,0.2098075160403299,0.51088135348131,2.289267291581342,0.3954599074491312,-0.2550141515163685,-0.5854248353468825,1.6867230079594393
33,33,33,34,Cyprus,6221.0,57.31,59.03,Nicosia,35.166666666666664,33.366667,359.5,30.96,69.03999999999999,0.7046335610116301,0.4396883593033914,0.7666835369821415,2.494047343271139,0.3833142352137125,0.9076393986381183,0.3490478599243777,2.382116864702294
34,34,34,35,Latvia,6180.0,51.65,48.45,Riga,56.95,24.1,289.0,37.91,62.09,0.6970647960125531,0.3878093492208983,0.6661846576530982,2.409688014371744,0.3450086535481613,0.450859174015525,0.13815808898197998,1.9832116070897734
35,35,35,36,Serbia,6178.0,37.83,36.21,Belgrade,44.833333333333336,20.5,270.0,39.71,60.290000000000006,0.6966955879638176,0.2611365719523373,0.6401561709203963,2.374253670616339,0.3431400885888661,0.3325563820269397,-0.3767706450151816,1.9291676774713986
36,36,36,37,Chile,6172.0,33.27,43.9,Santiago,-33.45,-70.666667,86.0,59.8,40.2,0.6955879638176112,0.2193400549954171,0.3496493384426289,2.178229083344351,0.33753439371098054,-0.9878342241123285,-0.5466747714281378,1.4449911993430118
37,37,37,39,Mexico,6128.0,38.62,35.35,Mexico City,19.433333333333334,-99.133333,169.30769230769232,52.16538461538461,47.83461538461539,0.687465386745431,0.2683776351970669,0.4600479413580419,2.2475110628430137,0.29642596460648657,-0.48605849313510147,-0.34733550030767385,1.4371840884028755
38,38,38,40,Croatia,6125.0,47.55,48.94,Zagreb,45.8,16.0,394.6666666666667,26.136666666666667,73.86333333333333,0.6869115746723279,0.3502291475710357,0.8364302412455112,2.5180959369199685,0.2936231171675438,1.224647065318643,-0.014606586082301011,2.573466278554686
39,39,39,41,Poland,6123.0,59.95,38.95,Warsaw,52.25,21.0,331.57142857142856,33.39714285714286,66.60285714285715,0.6865423666235924,0.4638863428047662,0.7314417922472294,2.46120018962241,0.29175455220824864,0.7474611739297644,0.44741340679503666,2.2186548028304593
40,40,40,42,El Salvador,6120.0,21.17,44.37,San Salvador,13.7,-89.2,32.0,69.79,30.21,0.6859885545504892,0.1084326306141155,0.2051912370761333,2.0752833443610164,0.2889517047693059,-1.644414719648978,-0.9975168612519913,1.752628516431818
41,41,41,43,Hungary,6086.0,51.98,40.66,Budapest,47.5,19.083333,318.0,35.06,64.94,0.6797120177219863,0.3908340971585701,0.7073964283132095,2.426805784853441,0.25718610046128776,0.6381719279974517,0.15045378234081228,2.0704493467584766
42,42,42,45,Uzbekistan,6063.0,22.37,27.31,Tashkent,41.31666666666667,69.25,329.0,33.86,66.14,0.6754661251615285,0.1194317140238313,0.7247487528016775,2.407531709275996,0.2356976034293932,0.7170404559898421,-0.9528052490380554,2.3201323964854725
43,43,43,46,Japan,6039.0,87.11,77.03,Tokyo,35.68333333333333,139.75,381.0,28.07,71.93,0.671035628576703,0.7128322639780018,0.8084737184585353,2.563409272608645,0.21327482391785102,1.0975811035531258,1.4593862299037852,2.828725941544855
44,44,44,47,Honduras,6022.0,32.09,40.46,Tegucigalpa,14.1,-87.216667,4.0,80.87,19.13,0.6678973601624515,0.2085242896425298,0.044971440965946,1.979224417756168,0.197392021763842,-2.3726341281120487,-0.5906411901051747,1.9148705227483351
45,45,45,48,Portugal,6016.0,46.8,47.94,Lisbon,38.71666666666667,-9.133333,278.3333333333333,39.16666666666666,60.833333333333336,0.6667897360162451,0.3433547204399633,0.6480129178415636,2.368971731682372,0.19178632688595645,0.36826629886793844,-0.042551343716010936,1.8150256004867051
46,46,46,49,Argentina,5967.0,30.72,34.69,Buenos Aires,-34.583333333333336,-58.666667,51.66666666666666,66.27333333333333,33.72666666666667,0.6577441388222264,0.1959670027497708,0.2560431880076157,2.089057966191103,0.14600648538322453,-1.4132861167823898,-0.6416869473827517,1.3769162709863199
47,47,47,50,Greece,5948.0,39.73,56.22,Athens,37.98333333333333,23.733333,112.5,55.61,44.39,0.6542366623592394,0.278551787351054,0.410237871448196,2.191543037997804,0.1282551182699203,-0.7124516138722324,-0.3059772590097832,1.203854546570347
48,48,48,51,South Korea,5935.0,76.85,73.22,Seoul,37.55,126.983333,406.0,25.38,74.62,0.651836810042459,0.6187901008249312,0.8473718458535175,2.5542609053779937,0.11610944603450164,1.274378053802734,1.0771019454746333,2.7529337856352805
49,49,49,52,Philippines,5904.0,21.47,37.06,Manila,14.6,120.966667,212.7142857142857,46.040000000000006,53.96,0.6461140852870593,0.1111824014665444,0.5486226592437278,2.2628047306162844,0.08714668916542634,-0.08347510313291959,-0.9863389581985075,1.730540479388066
50,50,50,53,Thailand,5891.0,31.56,43.21,Bangkok,13.75,100.516667,296.6666666666667,37.11333333333334,62.88666666666666,0.6437142329702787,0.2036663611365719,0.6777046730773865,2.357534609797571,0.07500101693000766,0.5032191134326948,-0.6103888188329966,1.9462449484960183
51,51,51,54,Moldova,5857.0,33.43,30.35,Chisinau,47.0,28.85,228.0,44.74,55.26,0.6374376961417759,0.2208065994500458,0.5674210107729014,2.27744734036138,0.04323541262198959,0.0019658021921697398,-0.5407132231329465,1.5442300296853415
52,52,52,55,Jamaica,5850.0,30.25,49.67,Kingston,18.0,-76.8,24.0,71.44,28.56,0.6361454679712018,0.1916590284142988,0.1813317909044899,2.027128504988528,0.036695435264456455,-1.7528589456385149,-0.6591989954998765,1.4408599283740746
53,53,53,56,Colombia,5781.0,28.85,26.72,Bogota,4.6,-74.083333,73.0,62.68,37.32,0.6234077902898283,0.178826764436297,0.3080037596703058,2.092440130700066,-0.027770055831227276,-1.1771186912940654,-0.7113625430828017,1.2176365479260913
54,54,54,57,Mongolia,5761.0,24.34,34.74,Ulaanbaatar,47.91666666666666,106.916667,111.0,55.34,44.66,0.6197157098024737,0.1374885426214482,0.4141421444581013,2.1545719028766848,-0.04645570542417908,-0.6947061950739448,-0.8794036856535108,1.3325921624357946
55,55,55,58,Dominican Republic,5737.0,21.07,41.77,Santo Domingo,18.466666666666665,-69.9,37.0,68.37,31.63,0.6152852132176482,0.1075160403299725,0.2257248210541537,2.03054361093675,-0.06887848493572125,-1.5510869615246496,-1.001242828936486,1.4741680085644262
56,56,56,59,Malaysia,5711.0,55.3,37.02,Kuala Lumpur,3.1666666666666665,101.7,154.66666666666666,52.39000000000001,47.60999999999999,0.6104855085840871,0.4212648945921173,0.4567999421589183,2.212101660468904,-0.0931698294065586,-0.5008210637593189,0.2741559094660349,1.0708324011627854
57,57,57,61,China,5585.0,59.99,41.77,Beijing,39.91666666666666,116.383333,333.5,33.53,66.47,0.587225401513753,0.4642529789184235,0.7295206420360061,2.392918083611256,-0.21088942184215498,0.7387293011877494,0.4489037938688345,1.961476409116174
58,58,58,62,Paraguay,5578.0,26.08,30.2,Asuncion,-25.266666666666666,-57.666667,170.0,49.29,50.71,0.5859331733431788,0.1534372135655362,0.5016267804207938,2.1894314322430923,-0.21742939919968812,-0.29707736644564336,-0.8145718479433038,1.330430106943511
59,59,59,63,Peru,5559.0,28.17,32.53,Lima,-12.05,-77.05,28.0,70.7,29.3,0.582425696880192,0.1725939505041246,0.1920323910057118,1.988668142024751,-0.23518076631299234,-1.7042233533765407,-0.7366991233373653,1.2742074360105282
60,60,60,64,Montenegro,5547.0,34.19,38.95,Podgorica,42.43333333333333,19.266667,193.0,47.2,52.8,0.5802104485877793,0.2277726856095325,0.5318487455715422,2.2125790465980817,-0.2463921560687634,-0.15971468019223048,-0.5123958687307871,1.2395780440986806
61,61,61,65,Ecuador,5533.0,31.76,37.34,Quito,-0.2166666666666666,-78.5,119.33333333333331,57.623333333333335,42.376666666666665,0.577625992246631,0.2054995417048579,0.3811245270286554,2.106807725496848,-0.2594721107838297,-0.8447754775039097,-0.6029368834640072,0.9674756289087522
62,62,62,66,Vietnam,5485.0,29.38,37.48,Hanoi,21.03333333333333,105.85,207.5,45.865,54.135000000000005,0.5687649990769799,0.1836846929422548,0.5511532065649629,2.213784081383515,-0.304317669806914,-0.07197344280069572,-0.6916149143549801,1.3503845323345207
63,63,63,67,Russia,5459.0,37.41,35.26,Moscow,55.75,37.6,235.1428571428572,43.39142857142857,56.60857142857143,0.5639652944434189,0.2572868927589367,0.5869217182932749,2.242878625204654,-0.32860901427775135,0.09059900507885625,-0.39241970929005926,1.339464547432062
64,64,64,68,Armenia,5399.0,28.86,33.89,Yerevan,40.16666666666666,44.5,428.0,21.66,78.34,0.552889052981355,0.1789184234647113,0.901164051767768,2.4612803507236767,-0.3846659630566068,1.518870490579144,-0.7109899463143523,2.6886523072148165
65,65,65,69,Nepal,5377.0,22.96,28.29,Kathmandu,27.716666666666665,85.316667,294.0,37.25,62.75,0.5488277644452649,0.1248395967002749,0.6757284361217555,2.285282949756522,-0.40522017760885376,0.49423686441133946,-0.930822039699537,1.8582078768748886
66,66,66,70,Bulgaria,5371.0,45.96,38.38,Sofia,42.68333333333333,23.316667,272.5,39.63,60.37,0.5477201402990585,0.3356553620531623,0.6413129925529606,2.2807916376305686,-0.4108258724867393,0.3378142838930985,-0.07384947226576592,1.463669004684238
67,67,67,71,Indonesia,5240.0,21.07,35.85,Jakarta,-6.166666666666667,106.816667,159.0,50.83,49.17,0.5235370131068857,0.1075160403299725,0.4793579639939268,2.126317171747231,-0.5332168773205737,-0.3982919773692109,-1.001242828936486,1.2579452415003398
68,68,68,72,Albania,5199.0,30.19,35.5,Tirana,41.31666666666667,19.816667,230.0,44.5,55.5,0.5159682481078087,0.191109074243813,0.5708914756705951,2.1914338766807284,-0.5715224589861249,0.017739507790647934,-0.6614345761105733,1.287199443499655
69,69,69,73,South Africa,5194.0,78.36,42.09,Pretoria,-25.7,28.216667,12.166666666666666,77.33666666666666,22.66333333333333,0.5150452279859701,0.6326306141154904,0.0960643964042127,1.9740670449161888,-0.5761938713843628,-2.1404101290233437,1.1333640575105028,1.6627269721418136
70,70,70,74,Bangladesh,5155.0,25.3,33.13,Dhaka,23.716666666666665,90.4,56.0,63.66,36.34,0.5078456710356286,0.1462878093492209,0.2938326946713904,1.99223536075076,-0.6126308880906188,-1.2415279891545172,-0.843634395882362,0.9592234319084815
71,71,71,75,Algeria,5122.0,24.63,26.87,Algiers,36.75,3.05,130.0,53.88,46.12,0.5017537382314935,0.1401466544454628,0.4352541392524039,2.0820326172482697,-0.6434622099189893,-0.5987494860165365,-0.8685983793684763,1.02107018141232
72,72,72,76,Ukraine,5084.0,37.22,30.71,Kyiv,50.43333333333333,30.516667,192.2,47.742,52.258,0.4947387853055197,0.255545371219065,0.5240112790109175,2.149920429132344,-0.6789649441455977,-0.19533696533545974,-0.399499047890599,0.9540155112515106
73,73,73,77,Morocco,5060.0,34.36,33.83,Rabat,34.016666666666666,-6.816667,209.0,45.78,54.22,0.4903082887206941,0.2293308890925756,0.5523823295495626,2.164140094637896,-0.7013877236571399,-0.06638692206790181,-0.5060617236671462,1.1031324213481688
74,74,74,80,Georgia,4973.0,31.15,30.18,Tbilisi,41.68333333333333,44.833333,407.0,25.16,74.84,0.4742477386007015,0.1999083409715857,0.85055310534307,2.374429728430423,-0.7826702993864803,1.2888372839346722,-0.6256652863394246,2.3827432429089805
75,75,75,81,Iraq,4941.0,40.92,34.47,Baghdad,33.333333333333336,44.4,91.0,59.13,40.87,0.4683404098209341,0.2894592117323556,0.3593377196153567,2.021783675455637,-0.8125673387352031,-0.9437992959832442,-0.2616382435642966,0.3267171439275773
76,76,76,82,Venezuela,4925.0,15.41,43.2,Caracas,10.483333333333333,-66.866667,1.0,83.98,16.02,0.4653867454310504,0.0556370302474793,0.0,1.7749517719700905,-0.8275158584095647,-2.5770350631589936,-1.2121325998788834,1.9965109088663207
77,77,77,83,Iran,4888.0,17.98,37.39,Tehran,35.7,51.416667,107.0,55.72,44.28,0.4585563965294443,0.0791934005499541,0.4086472417034199,2.0292721375178533,-0.8620843101565254,-0.7196812289382015,-1.1163752303873709,1.1592639932030382
78,78,78,84,Ghana,4872.0,16.82,36.2,Accra,5.55,-0.216667,200.0,46.88,53.12,0.4556027321395606,0.0685609532538955,0.5364760321018002,2.1176020672795275,-0.8770328298308869,-0.13868307272759303,-1.159596455527509,1.449707458012596
79,79,79,85,Turkey,4744.0,32.88,28.31,Ankara,39.93333333333333,32.866667,338.1666666666667,32.01,67.99,0.431973417020491,0.2157653528872594,0.7515002530547321,2.272631886384308,-0.9966209872257784,0.8386294366447768,-0.5612060453976669,1.9223740136651104
80,80,80,86,Cambodia,4640.0,13.32,49.11,Phnom Penh,11.55,104.916667,133.0,53.56,46.44,0.412774598486247,0.0364802933088909,0.4398814257826621,2.017553319801435,-1.093786365109128,-0.5777178785518992,-1.290005324484822,1.3605997977268267
81,81,81,88,Nigeria,4552.0,9.34,30.49,Abuja,9.083333333333334,7.533333,45.0,66.22,33.78,0.3965294443418866,0.0,0.2568144024293254,1.8787966710284645,-1.176003223318116,-1.4097808488716168,-1.4382988383277093,1.5058555797469915
82,82,82,89,Kenya,4543.0,32.18,33.92,Nairobi,-1.2833333333333332,36.816667,92.0,59.03,40.97,0.394868008122577,0.2093492208982585,0.3607837466560624,1.9599021050904213,-1.1844117656349442,-0.937226918650545,-0.5872878191891296,0.6187528922070803
83,83,83,90,Tunisia,4516.0,27.83,27.87,Tunis,36.8,10.183333,196.0,47.14,52.86,0.3898836994646483,0.1694775435380384,0.5327163617959656,2.075986219009723,-1.2096373925854291,-0.1557712537926108,-0.7493674134646473,1.1481382898656474
84,84,84,91,Pakistan,4516.0,26.63,19.92,Islamabad,33.68333333333333,73.05,248.25,41.99,58.010000000000005,0.3898836994646483,0.1584784601283226,0.6071867543923073,2.1307138202621814,-1.2096373925854291,0.18270617884139803,-0.7940790256785831,1.4398969549458345
85,85,85,93,Sri Lanka,4362.0,19.27,31.29,Colombo,6.916666666666667,79.833333,259.0,41.19,58.81,0.3614546797120177,0.0910174152153987,0.6187549707179525,2.1171232061470406,-1.353516894451158,0.2352851975029914,-1.0683102472573898,1.670984888689165
86,86,86,94,Egypt,4288.0,21.54,29.52,Cairo,30.05,31.25,218.5,44.96,55.04,0.3477939819088056,0.1118240146654445,0.5642397512833489,2.067824757425176,-1.4226537979450797,-0.01249342793976841,-0.9837307808193612,1.4565478749121226
87,87,87,95,Ethiopia,4241.0,10.15,47.49,Addis Ababa,9.033333333333331,38.7,195.0,47.15,52.85,0.3391175927635222,0.0074243813015582,0.532571759091895,2.035206929393792,-1.4665650744885164,-0.1564284915258806,-1.4081185000833025,1.7064857365119186
88,88,88,96,Jordan,4152.0,31.34,49.19,Amman,31.95,35.933333,280.0,38.82,61.18,0.3226878345947941,0.2016498625114574,0.6530258115826766,2.1266546754455744,-1.549716215177152,0.3910505402879621,-0.6185859477388848,1.6185975712338563
89,89,89,97,India,3777.0,49.72,24.43,New Delhi,28.6,77.2,236.12,43.3524,56.6476,0.253461325456895,0.3701191567369385,0.5874860819897332,2.056274676474652,-1.9000721450449982,0.09316411006070369,0.0662469126712331,1.4175776138360765
90,90,90,99,Tanzania,3702.0,15.97,32.81,Dar es Salaam,-6.8,39.283333,83.0,59.9,40.1,0.2396160236293151,0.0607699358386801,0.3482033114019232,1.832482752992645,-1.9701433310185676,-0.9944066014450278,-1.1912671808457136,1.5363355313821558
91,91,91,100,Zimbabwe,2995.0,19.07,45.68,Harare,-17.816666666666666,31.033333,78.0,60.35,39.65,0.1091009784013291,0.0891842346471127,0.3416961897187477,1.7430454593917457,-2.630681044129414,-1.0239822994421743,-1.0757621826263792,1.9537041976559812
92,92,92,101,Lebanon,2955.0,35.12,69.62,Beirut,33.86666666666667,35.5,207.0,46.67,53.33,0.1017168174266199,0.2362969752520623,0.5395126888872822,1.9078038488164508,-2.6680523433153174,-0.12488108032892467,-0.47774436926498687,1.9433145463281007
93,93,93,102,Afghanistan,2404.0,23.04,20.37,Kabul,34.516666666666666,69.183333,8.0,79.39,20.61,0.0,0.1255728689275893,0.0663726411683898,1.4672829158833525,-3.18284198960114,-2.275362943588101,-0.9278412655519414,2.692998181117952
